Comparison of groups:  4-1 
           GeneID   Chr     Start       End Strand Length       logFC
20180  MSTRG.1211 chr15  63904450  63904755      -    306  -0.8782430
20202  MSTRG.1211 chr15  63904450  63904755      -    306  -0.8782430
20280  MSTRG.1211 chr15  63904450  63904755      -    306  -0.8782430
20359  MSTRG.1211 chr15  63904450  63904755      -    306  -0.8782430
20438  MSTRG.1211 chr15  63904450  63904755      -    306  -0.8782430
20517  MSTRG.1211 chr15  63904450  63904755      -    306  -0.8782430
28653  MSTRG.1719 chr15  81187331  81187463      +    133   5.4525097
28682  MSTRG.1719 chr15  81187331  81187463      +    133   5.4525097
28712  MSTRG.1719 chr15  81187331  81187463      +    133   5.4525097
28745  MSTRG.1719 chr15  81187331  81187463      +    133   5.4525097
28777  MSTRG.1719 chr15  81187331  81187463      +    133   5.4525097
7890    MSTRG.615 chr15  44158326  44160617      +   2292   1.2284196
7903    MSTRG.615 chr15  44158326  44160617      +   2292   1.2284196
23320  MSTRG.1390 chr15  71021829  71025790      -   3962   1.8343388
23322  MSTRG.1391 chr15  71021994  71025790      +   3797   1.8343388
25979  MSTRG.1528 chr15  75412474  75412561      +     88   2.7057038
33209  MSTRG.2073 chr15  94754384  94754876      +    493   2.9684729
31033  MSTRG.1877 chr15  86809605  86809688      +     84   4.9624123
29924  MSTRG.1793 chr15  83832751  83832827      -     77  -1.0982411
29931  MSTRG.1793 chr15  83832751  83832827      -     77  -1.0982411
29945  MSTRG.1793 chr15  83832751  83832827      -     77  -1.0982411
29951  MSTRG.1793 chr15  83832751  83832827      -     77  -1.0982411
916     MSTRG.106 chr15  25247872  25248035      +    164  -2.5463939
925     MSTRG.106 chr15  25247872  25248035      +    164  -2.5463939
21634  MSTRG.1272 chr15  65994643  65994849      -    207   1.4384666
21679  MSTRG.1272 chr15  65994643  65994849      -    207   1.4384666
21713  MSTRG.1272 chr15  65994643  65994849      -    207   1.4384666
21745  MSTRG.1272 chr15  65994643  65994849      -    207   1.4384666
21777  MSTRG.1272 chr15  65994643  65994849      -    207   1.4384666
4006    MSTRG.269 chr15  23349618  23349749      -    132   1.9103614
16534  MSTRG.1064 chr15  58925395  58925558      -    164   0.8302287
16843  MSTRG.1086 chr15  55759128  55759359      -    232   2.0733390
16871  MSTRG.1086 chr15  55759128  55759359      -    232   2.0733390
16880  MSTRG.1086 chr15  55759128  55759359      -    232   2.0733390
16890  MSTRG.1086 chr15  55759128  55759359      -    232   2.0733390
4358    MSTRG.291 chr15  29488634  29488768      -    135   4.9462470
8503    MSTRG.651 chr15  45546064  45546132      -     69  -2.0877718
29939  MSTRG.1793 chr15  83832751  83833028      -    278  -1.0871057
27182  MSTRG.1588 chr15  77336360  77339269      -   2910   0.8408540
27188  MSTRG.1588 chr15  77336360  77339269      -   2910   0.8408540
27194  MSTRG.1588 chr15  77336360  77339269      -   2910   0.8408540
22083  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
22101  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
22119  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
22136  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
22153  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
22170  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
22187  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
22205  MSTRG.1303 chr15  66606377  66606455      +     79  -1.1706280
23045  MSTRG.1368 chr15  69011752  69011891      +    140   1.6282922
23057  MSTRG.1368 chr15  69011752  69011891      +    140   1.6282922
23069  MSTRG.1368 chr15  69011752  69011891      +    140   1.6282922
20787  MSTRG.1228 chr15  64972845  64973061      +    217   1.8303266
1362    MSTRG.141 chr15  26542504  26542699      +    196   5.5101923
32810  MSTRG.2011 chr15  93510555  93510743      +    189   1.2314789
32853  MSTRG.2011 chr15  93510555  93510743      +    189   1.2314789
32921  MSTRG.2011 chr15  93510555  93510743      +    189   1.2314789
22608  MSTRG.1334 chr15  68483043  68486450      -   3408   0.8365743
22610  MSTRG.1334 chr15  68483043  68486450      -   3408   0.8365743
22613  MSTRG.1334 chr15  68483043  68486450      -   3408   0.8365743
22617  MSTRG.1334 chr15  68483043  68486450      -   3408   0.8365743
22621  MSTRG.1334 chr15  68483043  68486450      -   3408   0.8365743
20904  MSTRG.1237 chr15  65822827  65823056      +    230   1.3771408
17520  MSTRG.1156 chr15  60803425  60803820      -    396   1.1556295
17531  MSTRG.1156 chr15  60803425  60803820      -    396   1.1556295
17541  MSTRG.1156 chr15  60803425  60803820      -    396   1.1556295
17552  MSTRG.1156 chr15  60803425  60803820      -    396   1.1556295
17564  MSTRG.1156 chr15  60803425  60803820      -    396   1.1556295
17574  MSTRG.1156 chr15  60803425  60803820      -    396   1.1556295
22311  MSTRG.1313 chr15  67528746  67528842      -     97  -1.0785395
22321  MSTRG.1313 chr15  67528746  67528842      -     97  -1.0785395
22331  MSTRG.1313 chr15  67528746  67528842      -     97  -1.0785395
22341  MSTRG.1313 chr15  67528746  67528842      -     97  -1.0785395
13331   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
13354   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
13378   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
13391   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
13400   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
13410   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
13419   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
13429   MSTRG.842 chr15  42702786  42702864      +     79   1.1625113
12062   MSTRG.811 chr15  41795161  41795757      +    597  -4.1265373
5345    MSTRG.411 chr15  35235252  35235652      +    401   0.7121566
18461  MSTRG.1191 chr15  63848866  63848947      +     82   1.5077591
18476  MSTRG.1191 chr15  63848866  63848947      +     82   1.5077591
18492  MSTRG.1191 chr15  63848866  63848947      +     82   1.5077591
18508  MSTRG.1191 chr15  63848866  63848947      +     82   1.5077591
18524  MSTRG.1191 chr15  63848866  63848947      +     82   1.5077591
18540  MSTRG.1191 chr15  63848866  63848947      +     82   1.5077591
18606  MSTRG.1201 chr15  62625137  62625356      -    220   1.5207044
18608  MSTRG.1201 chr15  62625137  62625356      -    220   1.5207044
28203  MSTRG.1654 chr15  78841132  78841563      +    432  -0.6460231
28211  MSTRG.1654 chr15  78841132  78841563      +    432  -0.6460231
28220  MSTRG.1654 chr15  78841132  78841563      +    432  -0.6460231
30455  MSTRG.1827 chr15  84868952  84869597      -    646   1.8898369
14729   MSTRG.940 chr15  50474393  50475102      +    710   5.0310075
14738   MSTRG.940 chr15  50474393  50475102      +    710   5.0310075
24855  MSTRG.1474 chr15  72635778  72636481      -    704  -0.6254779
19276  MSTRG.1205 chr15  62683945  62684610      +    666  -5.1930095
17640  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
17724  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
17807  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
17890  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
17975  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
18061  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
18143  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
18223  MSTRG.1168 chr15  62233962  62234266      -    305   1.2076026
839      MSTRG.98 chr15  24920541  24928593      +   8053   5.1518501
20603  MSTRG.1214 chr15  64204307  64204396      -     90   1.0095407
20607  MSTRG.1214 chr15  64204307  64204396      -     90   1.0095407
20620  MSTRG.1214 chr15  64204307  64204396      -     90   1.0095407
22815  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22835  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22855  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22875  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22895  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22915  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22935  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22953  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22973  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
22993  MSTRG.1361 chr15  70386871  70386915      -     45   1.9399097
32401  MSTRG.1975 chr15  91475616  91475799      -    184  -2.1893190
33300  MSTRG.2088 chr15  97094616  97094878      +    263   1.7077838
34227  MSTRG.2168 chr15  91402110  91402423      +    314   2.2340178
14389   MSTRG.911 chr15  51689667  51689795      +    129  -1.6687156
14399   MSTRG.911 chr15  51689667  51689795      +    129  -1.6687156
14409   MSTRG.911 chr15  51689667  51689795      +    129  -1.6687156
32628  MSTRG.1987 chr15  92705986  92706228      +    243  -0.8033144
34105  MSTRG.2154 chr15  91219864  91220021      -    158   5.2942225
32791  MSTRG.2011 chr15  93428745  93428814      +     70   0.7929202
32835  MSTRG.2011 chr15  93428745  93428814      +     70   0.7929202
32877  MSTRG.2011 chr15  93428745  93428814      +     70   0.7929202
32883  MSTRG.2011 chr15  93428745  93428814      +     70   0.7929202
32888  MSTRG.2011 chr15  93428745  93428814      +     70   0.7929202
34223  MSTRG.2166 chr15  91408743  91408810      +     68   5.1979072
21191  MSTRG.1251 chr15  65313852  65313954      -    103  -1.1146599
12933   MSTRG.825 chr15  42131011  42131120      +    110   2.5403123
13875   MSTRG.854 chr15  43122136  43122276      -    141  -1.3878857
13892   MSTRG.854 chr15  43122136  43122276      -    141  -1.3878857
13907   MSTRG.854 chr15  43122136  43122276      -    141  -1.3878857
23674  MSTRG.1431 chr15  74284432  74284689      -    258  -1.8042654
23687  MSTRG.1431 chr15  74284432  74284689      -    258  -1.8042654
23693  MSTRG.1431 chr15  74284432  74284689      -    258  -1.8042654
23699  MSTRG.1431 chr15  74284432  74284689      -    258  -1.8042654
23706  MSTRG.1431 chr15  74284432  74284689      -    258  -1.8042654
23714  MSTRG.1431 chr15  74284432  74284689      -    258  -1.8042654
27873  MSTRG.1642 chr15  79178483  79178569      +     87  -0.6666047
27885  MSTRG.1642 chr15  79178483  79178569      +     87  -0.6666047
27898  MSTRG.1642 chr15  79178483  79178569      +     87  -0.6666047
27910  MSTRG.1642 chr15  79178483  79178569      +     87  -0.6666047
27922  MSTRG.1642 chr15  79178483  79178569      +     87  -0.6666047
27934  MSTRG.1643 chr15  79178483  79178569      -     87  -0.6666047
7230    MSTRG.534 chr15  38641623  38641724      +    102   0.9587595
7859    MSTRG.613 chr15  45722727  45723030      +    304   4.7465373
17516  MSTRG.1156 chr15  60793158  60793268      -    111   1.5285964
17527  MSTRG.1156 chr15  60793158  60793268      -    111   1.5285964
17537  MSTRG.1156 chr15  60793158  60793268      -    111   1.5285964
17548  MSTRG.1156 chr15  60793158  60793268      -    111   1.5285964
17560  MSTRG.1156 chr15  60793158  60793268      -    111   1.5285964
17570  MSTRG.1156 chr15  60793158  60793268      -    111   1.5285964
9447    MSTRG.720 chr15  43692242  43692419      +    178  -1.1688868
9465    MSTRG.720 chr15  43692242  43692419      +    178  -1.1688868
528      MSTRG.66 chr15  20644180  20644636      -    457   2.8703711
26326  MSTRG.1554 chr15  76019400  76020027      +    628   3.6083062
1680    MSTRG.173 chr15  28437107  28437297      -    191  -1.0465963
3321    MSTRG.252 chr15  22999339  22999577      +    239   0.7190575
3352    MSTRG.252 chr15  22999339  22999577      +    239   0.7190575
3383    MSTRG.252 chr15  22999339  22999577      +    239   0.7190575
3415    MSTRG.252 chr15  22999339  22999577      +    239   0.7190575
3431    MSTRG.252 chr15  22999339  22999577      +    239   0.7190575
13724   MSTRG.853 chr15  43012317  43016814      -   4498   0.8661005
226      MSTRG.45 chr15  20113415  20113533      +    119   5.0162236
230      MSTRG.45 chr15  20113415  20113533      +    119   5.0162236
3300    MSTRG.252 chr15  22933748  22933876      +    129   0.9619367
3331    MSTRG.252 chr15  22933748  22933876      +    129   0.9619367
3362    MSTRG.252 chr15  22933748  22933876      +    129   0.9619367
3394    MSTRG.252 chr15  22933748  22933876      +    129   0.9619367
3317    MSTRG.252 chr15  22991132  22991222      +     91   0.8092529
3348    MSTRG.252 chr15  22991132  22991222      +     91   0.8092529
3379    MSTRG.252 chr15  22991132  22991222      +     91   0.8092529
3411    MSTRG.252 chr15  22991132  22991222      +     91   0.8092529
3427    MSTRG.252 chr15  22991132  22991222      +     91   0.8092529
7871    MSTRG.614 chr15  44101953  44102112      -    160  -0.8047972
12031   MSTRG.807 chr15  41691838  41692102      +    265   5.3259697
11722   MSTRG.786 chr15  41227096  41227315      +    220  -1.0488999
18615  MSTRG.1201 chr15  62625074  62625416      -    343   1.4958653
22805  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22825  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22845  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22865  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22885  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22905  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22925  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22943  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22963  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
22983  MSTRG.1361 chr15  70348637  70348713      -     77   2.2177149
17625  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
17709  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
17792  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
17875  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
17960  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
18046  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
18128  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
18208  MSTRG.1168 chr15  62207832  62208221      -    390   0.9313956
19732  MSTRG.1210 chr15  63134049  63134440      -    392  -1.6953232
12714   MSTRG.819 chr15  42115645  42116566      +    922   0.9763194
4825    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4850    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4869    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4889    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4904    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4919    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4934    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4949    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
4976    MSTRG.358 chr15  31221406  31221600      +    195  -0.9630549
9413    MSTRG.718 chr15  43656113  43656580      -    468   1.2915072
9418    MSTRG.718 chr15  43656113  43656580      -    468   1.2915072
9424    MSTRG.718 chr15  43656113  43656580      -    468   1.2915072
32795  MSTRG.2011 chr15  93444397  93444529      +    133   1.3796888
32893  MSTRG.2011 chr15  93444397  93444529      +    133   1.3796888
32906  MSTRG.2011 chr15  93444397  93444529      +    133   1.3796888
12763   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
12790   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
12817   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
12842   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
12859   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
12891   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
12915   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
12935   MSTRG.825 chr15  42132722  42132858      +    137   1.4374548
34979  MSTRG.2238 chr15 100260530 100260657      -    128  -2.3243496
34987  MSTRG.2238 chr15 100260530 100260657      -    128  -2.3243496
28335  MSTRG.1694 chr15  81427918  81428156      -    239   4.6843116
28663  MSTRG.1719 chr15  81221360  81221515      +    156   5.3072139
28692  MSTRG.1719 chr15  81221360  81221515      +    156   5.3072139
28722  MSTRG.1719 chr15  81221360  81221515      +    156   5.3072139
28755  MSTRG.1719 chr15  81221360  81221515      +    156   5.3072139
28787  MSTRG.1719 chr15  81221360  81221515      +    156   5.3072139
3471    MSTRG.256 chr15  23034121  23034427      -    307   3.5105404
3499    MSTRG.256 chr15  23034121  23034412      -    292   3.5105404
10366   MSTRG.735 chr15  44093330  44093385      +     56  -0.7416574
10376   MSTRG.735 chr15  44093330  44093385      +     56  -0.7416574
10404   MSTRG.738 chr15  44093330  44093385      -     56  -0.7416574
13751   MSTRG.853 chr15  43012319  43016814      -   4496   0.8624028
26986  MSTRG.1566 chr15  75871055  75871804      -    750   2.4028517
27049  MSTRG.1575 chr15  76209571  76209735      +    165  -0.9414347
27056  MSTRG.1575 chr15  76209571  76209735      +    165  -0.9414347
27061  MSTRG.1575 chr15  76209571  76209735      +    165  -0.9414347
7462    MSTRG.567 chr15  40282474  40282578      +    105   1.1190002
5774    MSTRG.434 chr15  35830475  35830668      -    194  -1.2101980
5778    MSTRG.434 chr15  35830475  35830668      -    194  -1.2101980
5782    MSTRG.434 chr15  35830475  35830668      -    194  -1.2101980
5786    MSTRG.434 chr15  35830475  35830668      -    194  -1.2101980
26725  MSTRG.1562 chr15  75703833  75704084      -    252   0.8368808
26746  MSTRG.1562 chr15  75703833  75704084      -    252   0.8368808
26767  MSTRG.1562 chr15  75703833  75704084      -    252   0.8368808
26788  MSTRG.1562 chr15  75703833  75704084      -    252   0.8368808
26810  MSTRG.1562 chr15  75703833  75704084      -    252   0.8368808
28661  MSTRG.1719 chr15  81217965  81218096      +    132   4.9469712
28690  MSTRG.1719 chr15  81217965  81218096      +    132   4.9469712
28720  MSTRG.1719 chr15  81217965  81218096      +    132   4.9469712
28753  MSTRG.1719 chr15  81217965  81218096      +    132   4.9469712
28785  MSTRG.1719 chr15  81217965  81218096      +    132   4.9469712
21032  MSTRG.1247 chr15  65153676  65153774      +     99   1.3540656
21037  MSTRG.1247 chr15  65153676  65153774      +     99   1.3540656
21043  MSTRG.1247 chr15  65153676  65153774      +     99   1.3540656
11111   MSTRG.755 chr15  40592868  40593810      -    943   5.1778002
5772    MSTRG.434 chr15  35742886  35743004      -    119  -1.0511931
34519  MSTRG.2200 chr15 101588699 101588862      +    164   1.7502137
34553  MSTRG.2200 chr15 101588699 101588862      +    164   1.7502137
34587  MSTRG.2200 chr15 101588699 101588862      +    164   1.7502137
34621  MSTRG.2200 chr15 101588699 101588862      +    164   1.7502137
29735  MSTRG.1777 chr15  85338480  85339492      +   1013   4.7691990
12623   MSTRG.819 chr15  42115645  42116767      +   1123   0.9324940
12743   MSTRG.819 chr15  42115645  42116767      +   1123   0.9324940
20901  MSTRG.1236 chr15  64433247  64436320      +   3074   0.6843009
30492  MSTRG.1833 chr15  85191768  85191856      -     89   1.5826390
30500  MSTRG.1833 chr15  85191768  85191856      -     89   1.5826390
30507  MSTRG.1833 chr15  85191768  85191856      -     89   1.5826390
30515  MSTRG.1833 chr15  85191768  85191856      -     89   1.5826390
30529  MSTRG.1833 chr15  85191768  85191856      -     89   1.5826390
30538  MSTRG.1833 chr15  85191768  85191856      -     89   1.5826390
27201  MSTRG.1589 chr15  77338372  77339269      +    898   0.8124644
20611  MSTRG.1214 chr15  64222606  64222654      -     49   1.1389083
20624  MSTRG.1214 chr15  64222606  64222654      -     49   1.1389083
7521    MSTRG.572 chr15  40338162  40338270      +    109  -1.3787505
7525    MSTRG.572 chr15  40338162  40338270      +    109  -1.3787505
7529    MSTRG.572 chr15  40338162  40338270      +    109  -1.3787505
7533    MSTRG.572 chr15  40338162  40338270      +    109  -1.3787505
7536    MSTRG.572 chr15  40338162  40338270      +    109  -1.3787505
7539    MSTRG.572 chr15  40338162  40338270      +    109  -1.3787505
7543    MSTRG.572 chr15  40338162  40338270      +    109  -1.3787505
22263  MSTRG.1308 chr15  66786753  66786890      -    138  -1.0075680
5491    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5515    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5538    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5562    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5585    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5608    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5627    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5651    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5675    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5698    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
5722    MSTRG.420 chr15  34820390  34820490      -    101   2.9792796
33008  MSTRG.2017 chr15  93331426  93331469      -     44   4.7723473
342      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
364      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
385      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
411      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
437      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
464      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
488      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
510      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
537      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
562      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
591      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
616      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
636      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
662      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
684      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
705      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
727      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
746      MSTRG.66 chr15  20659093  20659263      -    171   2.8461737
5492    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5516    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5539    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5563    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5586    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5609    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5628    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5652    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5676    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5699    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
5723    MSTRG.420 chr15  34820573  34820673      -    101   2.8568101
8314    MSTRG.643 chr15  45402626  45402722      -     97   4.6913916
3720    MSTRG.269 chr15  23311642  23311838      -    197   1.1938248
4053    MSTRG.269 chr15  23311642  23311838      -    197   1.1938248
4072    MSTRG.269 chr15  23311642  23311838      -    197   1.1938248
4087    MSTRG.269 chr15  23311642  23311838      -    197   1.1938248
3211    MSTRG.247 chr15  22869915  22870003      +     89  -1.2257072
3236    MSTRG.247 chr15  22869915  22870003      +     89  -1.2257072
3260    MSTRG.247 chr15  22869915  22870003      +     89  -1.2257072
3282    MSTRG.247 chr15  22869915  22870003      +     89  -1.2257072
14444   MSTRG.914 chr15  51799331  51799450      -    120   2.3222560
14487   MSTRG.914 chr15  51799331  51799450      -    120   2.3222560
14528   MSTRG.914 chr15  51799331  51799450      -    120   2.3222560
13894   MSTRG.854 chr15  43163643  43164956      -   1314  -1.2010148
8262    MSTRG.640 chr15  45364515  45364636      +    122  -1.1199889
8271    MSTRG.640 chr15  45364515  45364636      +    122  -1.1199889
14828   MSTRG.946 chr15  50633601  50633652      +     52   1.9206513
28163  MSTRG.1651 chr15  78755264  78755429      +    166   1.1228600
25764  MSTRG.1509 chr15  74753378  74753529      -    152  -1.6742576
25798  MSTRG.1509 chr15  74753378  74753529      -    152  -1.6742576
27267  MSTRG.1596 chr15  76995191  76995343      -    153  -0.9615366
27299  MSTRG.1596 chr15  76995191  76995343      -    153  -0.9615366
27330  MSTRG.1596 chr15  76995191  76995343      -    153  -0.9615366
27362  MSTRG.1596 chr15  76995191  76995343      -    153  -0.9615366
27393  MSTRG.1596 chr15  76995191  76995343      -    153  -0.9615366
26245  MSTRG.1547 chr15  75165540  75165670      -    131   1.1414482
13918   MSTRG.856 chr15  43250211  43250288      -     78  -1.2658932
31039  MSTRG.1877 chr15  86940597  86940777      +    181   5.3378656
31095  MSTRG.1908 chr15  88472422  88472665      -    244   4.7281513
31113  MSTRG.1908 chr15  88472422  88472665      -    244   4.7281513
31132  MSTRG.1908 chr15  88472422  88472665      -    244   4.7281513
31150  MSTRG.1908 chr15  88472422  88472665      -    244   4.7281513
26451  MSTRG.1560 chr15  75632043  75632219      +    177  -0.9074599
26459  MSTRG.1560 chr15  75632043  75632219      +    177  -0.9074599
26480  MSTRG.1560 chr15  75632043  75632219      +    177  -0.9074599
26488  MSTRG.1560 chr15  75632043  75632219      +    177  -0.9074599
26496  MSTRG.1560 chr15  75632043  75632219      +    177  -0.9074599
14446   MSTRG.914 chr15  51809275  51809364      -     90   2.1905405
14489   MSTRG.914 chr15  51809275  51809364      -     90   2.1905405
14530   MSTRG.914 chr15  51809275  51809364      -     90   2.1905405
29035  MSTRG.1747 chr15  84228005  84228073      +     69   5.1012535
29044  MSTRG.1747 chr15  84228005  84228073      +     69   5.1012535
29053  MSTRG.1747 chr15  84228005  84228073      +     69   5.1012535
29062  MSTRG.1747 chr15  84228005  84228073      +     69   5.1012535
29075  MSTRG.1747 chr15  84228005  84228073      +     69   5.1012535
14600   MSTRG.922 chr15  52225627  52225684      +     58   4.5485805
34655  MSTRG.2206 chr15 102186928 102187102      -    175  -0.7535295
34660  MSTRG.2206 chr15 102186928 102187102      -    175  -0.7535295
34666  MSTRG.2206 chr15 102186928 102187102      -    175  -0.7535295
34671  MSTRG.2206 chr15 102186928 102187102      -    175  -0.7535295
20918  MSTRG.1239 chr15  66170100  66170293      +    194  -0.6410240
20923  MSTRG.1239 chr15  66170100  66170293      +    194  -0.6410240
12265   MSTRG.817 chr15  41862802  41862897      +     96   1.9545023
26510  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
26539  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
26566  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
26590  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
26616  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
26642  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
26668  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
26693  MSTRG.1561 chr15  75649134  75649243      -    110  -0.8328063
35066  MSTRG.2245 chr15 101835302 101835464      -    163  -1.6032125
35074  MSTRG.2245 chr15 101835302 101835464      -    163  -1.6032125
35088  MSTRG.2245 chr15 101835302 101835460      -    159  -1.6032125
10384   MSTRG.737 chr15  44088814  44088940      -    127   2.3691867
10395   MSTRG.737 chr15  44088814  44088940      -    127   2.3691867
13926   MSTRG.856 chr15  43277085  43277140      -     56  -1.1577933
3354    MSTRG.252 chr15  23002876  23003603      +    728   0.7188157
3385    MSTRG.252 chr15  23002876  23003603      +    728   0.7188157
3417    MSTRG.252 chr15  23002876  23003603      +    728   0.7188157
3433    MSTRG.252 chr15  23002876  23003603      +    728   0.7188157
4569    MSTRG.308 chr15  30004564  30004614      -     51  -3.1338103
24892  MSTRG.1480 chr15  72859447  72859518      +     72  -0.7764338
17601  MSTRG.1168 chr15  62144588  62146757      -   2170   0.7594395
17684  MSTRG.1168 chr15  62144588  62146757      -   2170   0.7594395
17768  MSTRG.1168 chr15  62144590  62146757      -   2168   0.7594395
17851  MSTRG.1168 chr15  62144590  62146757      -   2168   0.7594395
17936  MSTRG.1168 chr15  62144601  62146757      -   2157   0.7594395
18021  MSTRG.1168 chr15  62144601  62146757      -   2157   0.7594395
