Coefficient:  group2 group3 group4 
           GeneID   Chr     Start       End Strand Length  logFC.group2
13496  -4.704895e+00 -3.647329e+00  5.8005369  299.02751  1.615256e-64
13516  -4.704895e+00 -3.647329e+00  5.8005369  299.02751  1.615256e-64
13536  -4.704895e+00 -3.647329e+00  5.8005369  299.02751  1.615256e-64
27211   4.922403e-01 -3.256467e+00  7.5993521  298.64038  1.958964e-64
27222   4.922403e-01 -3.256467e+00  7.5993521  298.64038  1.958964e-64
27234   4.922403e-01 -3.256467e+00  7.5993521  298.64038  1.958964e-64
28465   3.974239e+00 -3.177280e-01  6.3013778  297.98752  2.712201e-64
28481   3.974239e+00 -3.177280e-01  6.3013778  297.98752  2.712201e-64
28499   3.974239e+00 -3.177280e-01  6.3013778  297.98752  2.712201e-64
28513   3.974239e+00 -3.177280e-01  6.3013778  297.98752  2.712201e-64
28544  -2.343958e+00  1.158082e+00  4.9996740  297.93486  2.784313e-64
28564  -2.343958e+00  1.158082e+00  4.9996740  297.93486  2.784313e-64
28583  -2.343958e+00  1.158082e+00  4.9996740  297.93486  2.784313e-64
28603  -2.343958e+00  1.158082e+00  4.9996740  297.93486  2.784313e-64
28623  -2.343958e+00  1.158082e+00  4.9996740  297.93486  2.784313e-64
6968   -4.957830e+00 -5.863569e+00  4.3173908  297.80348  2.972710e-64
6979   -4.957830e+00 -5.863569e+00  4.3173908  297.80348  2.972710e-64
6991   -4.957830e+00 -5.863569e+00  4.3173908  297.80348  2.972710e-64
7003   -4.957830e+00 -5.863569e+00  4.3173908  297.80348  2.972710e-64
30100   5.337621e+00 -4.517516e+00  3.3401076  297.77697  3.012242e-64
30106   5.337621e+00 -4.517516e+00  3.3401076  297.77697  3.012242e-64
30121   5.337621e+00 -4.517516e+00  3.3401076  297.77697  3.012242e-64
30140   5.337621e+00 -4.517516e+00  3.3401076  297.77697  3.012242e-64
14733   1.202945e+01  5.385475e+00  5.7098733  297.56340  3.350510e-64
14743   1.202945e+01  5.385475e+00  5.7098733  297.56340  3.350510e-64
27212   5.706620e-01 -3.310438e+00  7.3006938  297.26714  3.883540e-64
27223   5.706620e-01 -3.310438e+00  7.3006938  297.26714  3.883540e-64
27235   5.706620e-01 -3.310438e+00  7.3006938  297.26714  3.883540e-64
29042   0.000000e+00  7.188482e+00  4.8823574  296.64834  5.286257e-64
29051   0.000000e+00  7.188482e+00  4.8823574  296.64834  5.286257e-64
29060   0.000000e+00  7.188482e+00  4.8823574  296.64834  5.286257e-64
29070   0.000000e+00  7.188482e+00  4.8823574  296.64834  5.286257e-64
29082   0.000000e+00  7.188482e+00  4.8823574  296.64834  5.286257e-64
33516   6.820688e+00  2.404000e+00  6.4122580  292.99798  3.259443e-63
6963   -6.145804e+00 -6.826929e+00  3.7531579  291.55925  6.675742e-63
6974   -6.145804e+00 -6.826929e+00  3.7531579  291.55925  6.675742e-63
6986   -6.145804e+00 -6.826929e+00  3.7531579  291.55925  6.675742e-63
6998   -6.145804e+00 -6.826929e+00  3.7531579  291.55925  6.675742e-63
13435  -5.000916e+00 -3.597779e+00  5.5550047  291.14375  8.211394e-63
13457  -5.000916e+00 -3.597779e+00  5.5550047  291.14375  8.211394e-63
13475  -5.000916e+00 -3.597779e+00  5.5550047  291.14375  8.211394e-63
13494  -5.000916e+00 -3.597779e+00  5.5550047  291.14375  8.211394e-63
13514  -5.000916e+00 -3.597779e+00  5.5550047  291.14375  8.211394e-63
13534  -5.000916e+00 -3.597779e+00  5.5550047  291.14375  8.211394e-63
23646  -5.749264e+00 -2.988536e+00  5.8347451  290.74112  1.003570e-62
23650  -5.749264e+00 -2.988536e+00  5.8347451  290.74112  1.003570e-62
11679   3.387514e+00  7.359802e+00  4.1315008  289.87302  1.546710e-62
16433   1.127325e+01  5.134720e+00  7.7089271  289.66997  1.711391e-62
5234   -7.380675e+00 -1.035647e+01  5.3300765  289.37276  1.984570e-62
28468   3.647121e+00 -8.421716e-01  6.2089172  289.22000  2.141522e-62
28484   3.647121e+00 -8.421716e-01  6.2089172  289.22000  2.141522e-62
28502   3.647121e+00 -8.421716e-01  6.2089172  289.22000  2.141522e-62
28516   3.647121e+00 -8.421716e-01  6.2089172  289.22000  2.141522e-62
30112   6.160259e+00 -3.617480e+00  3.2736920  288.19146  3.575184e-62
30127   6.160259e+00 -3.617480e+00  3.2736920  288.19146  3.575184e-62
30146   6.160259e+00 -3.617480e+00  3.2736920  288.19146  3.575184e-62
6969   -4.862752e+00 -5.207560e+00  4.4459159  288.14001  3.668032e-62
6980   -4.862752e+00 -5.207560e+00  4.4459159  288.14001  3.668032e-62
6992   -4.862752e+00 -5.207560e+00  4.4459159  288.14001  3.668032e-62
7004   -4.862752e+00 -5.207560e+00  4.4459159  288.14001  3.668032e-62
27206  -1.368300e-01 -3.600522e+00  7.5333147  287.25348  5.705264e-62
27217  -1.368300e-01 -3.600522e+00  7.5333147  287.25348  5.705264e-62
27229  -1.368300e-01 -3.600522e+00  7.5333147  287.25348  5.705264e-62
35118   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
35139   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
35159   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
35181   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
35196   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
35211   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
35225   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
35235   3.520052e+00 -2.272930e+00  5.3113457  285.77102  1.194187e-61
28471   3.264981e+00 -1.320309e+00  6.2382796  285.44531  1.404602e-61
28487   3.264981e+00 -1.320309e+00  6.2382796  285.44531  1.404602e-61
28505   3.264981e+00 -1.320309e+00  6.2382796  285.44531  1.404602e-61
28519   3.264981e+00 -1.320309e+00  6.2382796  285.44531  1.404602e-61
13449  -4.733842e+00 -3.464501e+00  7.1758710  285.14947  1.627685e-61
13471  -4.733842e+00 -3.464501e+00  7.1758710  285.14947  1.627685e-61
13489  -4.733842e+00 -3.464501e+00  7.1758710  285.14947  1.627685e-61
13508  -4.733842e+00 -3.464501e+00  7.1758710  285.14947  1.627685e-61
13528  -4.733842e+00 -3.464501e+00  7.1758710  285.14947  1.627685e-61
13549  -4.733842e+00 -3.464501e+00  7.1758710  285.14947  1.627685e-61
30129   5.149205e+00 -4.575149e+00  3.2288966  285.10925  1.660638e-61
30148   5.149205e+00 -4.575149e+00  3.2288966  285.10925  1.660638e-61
20952  -3.901251e+00 -5.455884e+00  7.3744557  284.90306  1.840312e-61
20959  -3.901251e+00 -5.455884e+00  7.3744557  284.90306  1.840312e-61
13433  -4.372196e+00 -3.250937e+00 10.2005294  284.72126  2.014796e-61
13455  -4.372196e+00 -3.250937e+00 10.2005294  284.72126  2.014796e-61
13473  -4.372196e+00 -3.250937e+00 10.2005294  284.72126  2.014796e-61
13492  -4.372196e+00 -3.250937e+00 10.2005294  284.72126  2.014796e-61
13512  -4.371886e+00 -3.253509e+00 10.1999767  284.47979  2.272388e-61
13532  -4.371886e+00 -3.253509e+00 10.1999767  284.47979  2.272388e-61
13491  -4.839076e+00 -3.803349e+00  6.1363425  283.51875  3.668088e-61
29566   0.000000e+00  3.862886e+00  4.4619440  283.48634  3.727806e-61
29592   0.000000e+00  3.862886e+00  4.4619440  283.48634  3.727806e-61
29617   0.000000e+00  3.862886e+00  4.4619440  283.48634  3.727806e-61
28548  -5.135482e+00  7.553616e-01  4.6053024  282.47745  6.162571e-61
28568  -5.135482e+00  7.553616e-01  4.6053024  282.47745  6.162571e-61
28587  -5.135482e+00  7.553616e-01  4.6053024  282.47745  6.162571e-61
28607  -5.135482e+00  7.553616e-01  4.6053024  282.47745  6.162571e-61
28627  -5.135482e+00  7.553616e-01  4.6053024  282.47745  6.162571e-61
8412   -7.521331e-01  4.910673e+00  5.2460585  282.05915  7.590597e-61
8447   -7.521331e-01  4.910673e+00  5.2460585  282.05915  7.590597e-61
16438   1.138571e+01  5.250925e+00  9.9749579  281.58076  9.633633e-61
33512   6.682207e+00  2.238710e+00  6.2715844  280.39951  1.735359e-60
33503   6.257061e+00  1.515052e+00  8.2174571  278.62661  4.197605e-60
15665  -2.746271e+00 -1.015476e-01  4.7293201  277.85684  6.159708e-60
15697  -2.746271e+00 -1.015476e-01  4.7293201  277.85684  6.159708e-60
28554  -3.407155e+00  5.847831e-01  5.0399418  277.33742  7.978975e-60
28574  -3.407155e+00  5.847831e-01  5.0399418  277.33742  7.978975e-60
28593  -3.407155e+00  5.847831e-01  5.0399418  277.33742  7.978975e-60
28613  -3.407155e+00  5.847831e-01  5.0399418  277.33742  7.978975e-60
28633  -3.407155e+00  5.847831e-01  5.0399418  277.33742  7.978975e-60
20956  -4.387697e+00 -5.182991e+00  4.3215396  276.35563  1.301289e-59
20963  -4.387697e+00 -5.182991e+00  4.3215396  276.35563  1.301289e-59
23654  -7.635964e+00 -3.240629e+00  5.7847761  275.62781  1.870037e-59
11690   3.387252e+00  7.267482e+00  4.0517950  275.02186  2.529043e-59
11700   3.387252e+00  7.267482e+00  4.0517950  275.02186  2.529043e-59
30111   5.481930e+00 -4.151733e+00  3.1207892  274.63559  3.065709e-59
30126   5.481930e+00 -4.151733e+00  3.1207892  274.63559  3.065709e-59
30145   5.481930e+00 -4.151733e+00  3.1207892  274.63559  3.065709e-59
13445  -4.419430e+00 -3.328450e+00  6.6686844  273.95007  4.313698e-59
13467  -4.419430e+00 -3.328450e+00  6.6686844  273.95007  4.313698e-59
13485  -4.419430e+00 -3.328450e+00  6.6686844  273.95007  4.313698e-59
13504  -4.419430e+00 -3.328450e+00  6.6686844  273.95007  4.313698e-59
13524  -4.419430e+00 -3.328450e+00  6.6686844  273.95007  4.313698e-59
13545  -4.419430e+00 -3.328450e+00  6.6686844  273.95007  4.313698e-59
4297    1.593805e+00  2.590445e+00  5.7096606  273.58741  5.167920e-59
4312    1.593805e+00  2.590445e+00  5.7096606  273.58741  5.167920e-59
4350    1.593805e+00  2.590445e+00  5.7096606  273.58741  5.167920e-59
4325    1.593810e+00  2.590431e+00  5.7090521  273.55077  5.263124e-59
4339    1.593810e+00  2.590431e+00  5.7090521  273.55077  5.263124e-59
28475   3.664635e+00 -9.382531e-01  6.1898119  273.03613  6.801272e-59
28491   3.664635e+00 -9.382531e-01  6.1898119  273.03613  6.801272e-59
28509   3.664635e+00 -9.382531e-01  6.1898119  273.03613  6.801272e-59
28523   3.664635e+00 -9.382531e-01  6.1898119  273.03613  6.801272e-59
28467   3.448671e+00 -9.217921e-01  6.1437761  272.80181  7.643389e-59
28483   3.448671e+00 -9.217921e-01  6.1437761  272.80181  7.643389e-59
28501   3.448671e+00 -9.217921e-01  6.1437761  272.80181  7.643389e-59
28515   3.448671e+00 -9.217921e-01  6.1437761  272.80181  7.643389e-59
28545  -1.678254e+00  9.753802e-01  4.9626745  272.64409  8.268198e-59
28565  -1.678254e+00  9.753802e-01  4.9626745  272.64409  8.268198e-59
28584  -1.678254e+00  9.753802e-01  4.9626745  272.64409  8.268198e-59
28604  -1.678254e+00  9.753802e-01  4.9626745  272.64409  8.268198e-59
28624  -1.678254e+00  9.753802e-01  4.9626745  272.64409  8.268198e-59
11160   7.863929e-01  7.646379e-01  5.7468044  272.61136  8.404105e-59
4293    3.080717e+00  3.026628e+00  4.6840825  271.97717  1.152662e-58
4308    3.080717e+00  3.026628e+00  4.6840825  271.97717  1.152662e-58
4321    3.080717e+00  3.026628e+00  4.6840825  271.97717  1.152662e-58
4335    3.080717e+00  3.026628e+00  4.6840825  271.97717  1.152662e-58
4346    3.080717e+00  3.026628e+00  4.6840825  271.97717  1.152662e-58
27205   9.160066e-02 -3.436674e+00  7.4292560  271.78755  1.266856e-58
27216   9.160066e-02 -3.436674e+00  7.4292560  271.78755  1.266856e-58
27228   9.160066e-02 -3.436674e+00  7.4292560  271.78755  1.266856e-58
33507   6.700105e+00  1.872165e+00  6.8566856  271.23381  1.669288e-58
4289    8.487613e-01  1.816403e+00  4.5248960  269.60223  3.762904e-58
4304    8.487613e-01  1.816403e+00  4.5248960  269.60223  3.762904e-58
4318    8.487613e-01  1.816403e+00  4.5248960  269.60223  3.762904e-58
4331    8.487613e-01  1.816403e+00  4.5248960  269.60223  3.762904e-58
4343    8.487613e-01  1.816403e+00  4.5248960  269.60223  3.762904e-58
28557  -3.081558e+00  4.788895e-01  4.8992997  269.43377  4.092327e-58
28577  -3.081558e+00  4.788895e-01  4.8992997  269.43377  4.092327e-58
28596  -3.081558e+00  4.788895e-01  4.8992997  269.43377  4.092327e-58
28616  -3.081558e+00  4.788895e-01  4.8992997  269.43377  4.092327e-58
28636  -3.081558e+00  4.788895e-01  4.8992997  269.43377  4.092327e-58
7949   -1.065140e+01 -1.065140e+01  4.7162963  269.27292  4.433730e-58
11683   2.183032e+00  6.402166e+00  4.0823971  268.84644  5.483218e-58
11694   2.183032e+00  6.402166e+00  4.0823971  268.84644  5.483218e-58
11704   2.183032e+00  6.402166e+00  4.0823971  268.84644  5.483218e-58
15618   1.002072e+01  4.127503e+00  3.5523884  268.67960  5.958410e-58
15638   1.002072e+01  4.127503e+00  3.5523884  268.67960  5.958410e-58
11678   3.078457e+00  7.317138e+00  4.0962441  267.92592  8.673305e-58
11689   3.078457e+00  7.317138e+00  4.0962441  267.92592  8.673305e-58
11699   3.078457e+00  7.317138e+00  4.0962441  267.92592  8.673305e-58
27207   6.241420e-02 -3.455685e+00  7.4589765  267.86029  8.961569e-58
27218   6.241420e-02 -3.455685e+00  7.4589765  267.86029  8.961569e-58
27230   6.241420e-02 -3.455685e+00  7.4589765  267.86029  8.961569e-58
28466   3.778389e+00 -7.517019e-01  5.9052754  267.43270  1.108890e-57
28482   3.778389e+00 -7.517019e-01  5.9052754  267.43270  1.108890e-57
28500   3.778389e+00 -7.517019e-01  5.9052754  267.43270  1.108890e-57
28514   3.778389e+00 -7.517019e-01  5.9052754  267.43270  1.108890e-57
4292    6.026526e+00  5.687817e+00  4.5917232  265.93094  2.343035e-57
4307    6.026526e+00  5.687817e+00  4.5917232  265.93094  2.343035e-57
4320    6.026526e+00  5.687817e+00  4.5917232  265.93094  2.343035e-57
4334    6.026526e+00  5.687817e+00  4.5917232  265.93094  2.343035e-57
4345    6.026526e+00  5.687817e+00  4.5917232  265.93094  2.343035e-57
29810  -9.456858e+00 -7.336774e+00  3.0724965  265.57031  2.804117e-57
29822  -9.456858e+00 -7.336774e+00  3.0724965  265.57031  2.804117e-57
29835  -9.456858e+00 -7.336774e+00  3.0724965  265.57031  2.804117e-57
29814  -9.478110e+00 -8.053299e+00  3.0883761  265.50287  2.899913e-57
29826  -9.478110e+00 -8.053299e+00  3.0883761  265.50287  2.899913e-57
29840  -9.478110e+00 -8.053299e+00  3.0883761  265.50287  2.899913e-57
11143   8.135552e-01  7.863487e-01  5.5811732  264.53402  4.698728e-57
182663  7.750097e+00  1.865552e+00  4.1034246  263.13081  9.452300e-57
29649  -5.708718e+00 -4.560344e+00  3.9206077  262.70699  1.167405e-56
29811  -9.452315e+00 -8.034460e+00  3.0608946  261.59343  2.032881e-56
29823  -9.452315e+00 -8.034460e+00  3.0608946  261.59343  2.032881e-56
29836  -9.452315e+00 -8.034460e+00  3.0608946  261.59343  2.032881e-56
25891  -8.501670e-01 -3.796092e-01  5.1299835  261.50917  2.120018e-56
25898  -8.501670e-01 -3.796092e-01  5.1299835  261.50917  2.120018e-56
25906  -8.501670e-01 -3.796092e-01  5.1299835  261.50917  2.120018e-56
25914  -8.501670e-01 -3.796092e-01  5.1299835  261.50917  2.120018e-56
25922  -8.501670e-01 -3.796092e-01  5.1299835  261.50917  2.120018e-56
25930  -8.501670e-01 -3.796092e-01  5.1299835  261.50917  2.120018e-56
33511   7.186788e+00  2.732414e+00  6.8828391  261.32464  2.324112e-56
15728  -2.746896e+00 -1.001669e-01  4.6240697  260.39298  3.696545e-56
30108   5.028106e+00 -4.556037e+00  3.0550374  259.96758  4.568972e-56
30123   5.028106e+00 -4.556037e+00  3.0550374  259.96758  4.568972e-56
30142   5.028106e+00 -4.556037e+00  3.0550374  259.96758  4.568972e-56
4640   -6.077612e+00 -7.629686e+00  4.3344060  259.86160  4.816622e-56
33518   6.568711e+00  2.566057e+00  6.3281294  259.32505  6.292282e-56
30095   6.862995e+00 -2.744558e+00  3.0933712  259.23167  6.591868e-56
30102   6.862995e+00 -2.744558e+00  3.0933712  259.23167  6.591868e-56
30117   6.862995e+00 -2.744558e+00  3.0933712  259.23167  6.591868e-56
30135   6.862995e+00 -2.744558e+00  3.0933712  259.23167  6.591868e-56
11220   7.253902e-01  7.023822e-01  5.5467438  258.91632  7.713012e-56
5145   -6.002659e-01  6.450399e-01  5.6982272  258.88946  7.816893e-56
33513   6.249068e+00  1.789012e+00  7.0493547  258.69438  8.614521e-56
30110   5.064364e+00 -4.534516e+00  3.0876178  258.67521  8.697172e-56
30125   5.064364e+00 -4.534516e+00  3.0876178  258.67521  8.697172e-56
30144   5.064364e+00 -4.534516e+00  3.0876178  258.67521  8.697172e-56
28558  -5.372550e+00  9.123758e-01  4.5074037  258.67281  8.707593e-56
28578  -5.372550e+00  9.123758e-01  4.5074037  258.67281  8.707593e-56
28597  -5.372550e+00  9.123758e-01  4.5074037  258.67281  8.707593e-56
28617  -5.372550e+00  9.123758e-01  4.5074037  258.67281  8.707593e-56
28637  -5.372550e+00  9.123758e-01  4.5074037  258.67281  8.707593e-56
16436   1.058916e+01  4.464586e+00  7.0080894  258.49645  9.507055e-56
11202   7.253888e-01  7.023122e-01  5.5455222  258.47135  9.626686e-56
25890   9.529039e-01  8.702086e-01  4.8703941  258.32124  1.037401e-55
25896   9.529039e-01  8.702086e-01  4.8703941  258.32124  1.037401e-55
25904   9.529039e-01  8.702086e-01  4.8703941  258.32124  1.037401e-55
25912   9.529039e-01  8.702086e-01  4.8703941  258.32124  1.037401e-55
25920   9.529039e-01  8.702086e-01  4.8703941  258.32124  1.037401e-55
25928   9.529039e-01  8.702086e-01  4.8703941  258.32124  1.037401e-55
11681   5.149344e+00  9.665144e+00  3.7444951  257.15808  1.851620e-55
11692   5.149344e+00  9.665144e+00  3.7444951  257.15808  1.851620e-55
11702   5.149344e+00  9.665144e+00  3.7444951  257.15808  1.851620e-55
27224   4.184012e-01 -3.105483e+00  7.0393084  256.94320  2.060786e-55
27236   4.184012e-01 -3.105483e+00  7.0393084  256.94320  2.060786e-55
28550  -2.530879e+00  1.034620e+00  4.7127093  256.34942  2.769951e-55
28570  -2.530879e+00  1.034620e+00  4.7127093  256.34942  2.769951e-55
28589  -2.530879e+00  1.034620e+00  4.7127093  256.34942  2.769951e-55
28609  -2.530879e+00  1.034620e+00  4.7127093  256.34942  2.769951e-55
28629  -2.530879e+00  1.034620e+00  4.7127093  256.34942  2.769951e-55
27204   6.179014e-02 -3.218380e+00  7.3038288  256.07361  3.177829e-55
27215   6.179014e-02 -3.218380e+00  7.3038288  256.07361  3.177829e-55
27227   6.179014e-02 -3.218380e+00  7.3038288  256.07361  3.177829e-55
29815  -9.391858e+00 -9.391858e+00  3.0048339  256.06655  3.189025e-55
29827  -9.391858e+00 -9.391858e+00  3.0048339  256.06655  3.189025e-55
29841  -9.391858e+00 -9.391858e+00  3.0048339  256.06655  3.189025e-55
6964   -5.472227e+00 -6.267019e+00  3.6514631  254.07646  8.592515e-55
6975   -5.472227e+00 -6.267019e+00  3.6514631  254.07646  8.592515e-55
6987   -5.472227e+00 -6.267019e+00  3.6514631  254.07646  8.592515e-55
6999   -5.472227e+00 -6.267019e+00  3.6514631  254.07646  8.592515e-55
13440  -4.675981e+00 -3.667476e+00  5.7260430  253.81999  9.763238e-55
13462  -4.675981e+00 -3.667476e+00  5.7260430  253.81999  9.763238e-55
13480  -4.675981e+00 -3.667476e+00  5.7260430  253.81999  9.763238e-55
13499  -4.675981e+00 -3.667476e+00  5.7260430  253.81999  9.763238e-55
13519  -4.675981e+00 -3.667476e+00  5.7260430  253.81999  9.763238e-55
13539  -4.675981e+00 -3.667476e+00  5.7260430  253.81999  9.763238e-55
1369    2.793645e-01  1.589957e+00  4.5045297  253.09031  1.404174e-54
1378    2.793645e-01  1.589957e+00  4.5045297  253.09031  1.404174e-54
1387    2.793645e-01  1.589957e+00  4.5045297  253.09031  1.404174e-54
1394    2.793645e-01  1.589957e+00  4.5045297  253.09031  1.404174e-54
1401    2.793645e-01  1.589957e+00  4.5045297  253.09031  1.404174e-54
13434  -4.491571e+00 -3.221594e+00  5.8637461  252.92739  1.522859e-54
13456  -4.491571e+00 -3.221594e+00  5.8637461  252.92739  1.522859e-54
13474  -4.491571e+00 -3.221594e+00  5.8637461  252.92739  1.522859e-54
13493  -4.491571e+00 -3.221594e+00  5.8637461  252.92739  1.522859e-54
13513  -4.491571e+00 -3.221594e+00  5.8637461  252.92739  1.522859e-54
13533  -4.491571e+00 -3.221594e+00  5.8637461  252.92739  1.522859e-54
30114   4.348690e+00 -5.343874e+00  3.2525479  252.50349  1.880820e-54
30132   4.348690e+00 -5.343874e+00  3.2525479  252.50349  1.880820e-54
30151   4.348690e+00 -5.343874e+00  3.2525479  252.50349  1.880820e-54
11184   3.001231e-01  2.410904e-01  5.4648961  251.75984  2.723910e-54
28556  -6.064333e+00  2.105804e-01  4.7331435  250.71292  4.588083e-54
28576  -6.064333e+00  2.105804e-01  4.7331435  250.71292  4.588083e-54
28595  -6.064333e+00  2.105804e-01  4.7331435  250.71292  4.588083e-54
28615  -6.064333e+00  2.105804e-01  4.7331435  250.71292  4.588083e-54
28635  -6.064333e+00  2.105804e-01  4.7331435  250.71292  4.588083e-54
25848  -2.430215e+00 -4.335712e+00  7.2288014  250.57610  4.911621e-54
11193  -1.352816e-01  2.133639e-01  5.3626885  247.97507  1.793838e-53
9602   -6.715041e+00 -4.138278e+00  8.4453143  247.84343  1.915373e-53
28549  -4.556378e+00  1.583103e+00  4.3246820  247.66275  2.095704e-53
28569  -4.556378e+00  1.583103e+00  4.3246820  247.66275  2.095704e-53
28588  -4.556378e+00  1.583103e+00  4.3246820  247.66275  2.095704e-53
28608  -4.556378e+00  1.583103e+00  4.3246820  247.66275  2.095704e-53
28628  -4.556378e+00  1.583103e+00  4.3246820  247.66275  2.095704e-53
9596   -6.715076e+00 -4.131425e+00  8.4456376  246.85438  3.134448e-53
14737   1.361280e+01  6.634275e+00  7.3446423  246.03073  4.723847e-53
14747   1.361280e+01  6.634275e+00  7.3446423  246.03073  4.723847e-53
29563  -2.719425e+00  1.332875e+00  4.1626130  245.88623  5.076288e-53
29589  -2.719425e+00  1.332875e+00  4.1626130  245.88623  5.076288e-53
29614  -2.719425e+00  1.332875e+00  4.1626130  245.88623  5.076288e-53
13438  -4.172247e+00 -3.609850e+00  5.3052583  245.40635  6.446576e-53
13460  -4.172247e+00 -3.609850e+00  5.3052583  245.40635  6.446576e-53
13478  -4.172247e+00 -3.609850e+00  5.3052583  245.40635  6.446576e-53
13497  -4.172247e+00 -3.609850e+00  5.3052583  245.40635  6.446576e-53
13517  -4.172247e+00 -3.609850e+00  5.3052583  245.40635  6.446576e-53
13537  -4.172247e+00 -3.609850e+00  5.3052583  245.40635  6.446576e-53
4271    5.954533e+00  7.804616e-01  5.0954325  244.86165  8.455353e-53
16719   3.250560e+00  3.384878e+00  7.4117340  244.61176  9.575778e-53
16728   3.250560e+00  3.384878e+00  7.4117340  244.61176  9.575778e-53
16734   3.250560e+00  3.384878e+00  7.4117340  244.61176  9.575778e-53
16741   3.250560e+00  3.384878e+00  7.4117340  244.61176  9.575778e-53
16748   3.250560e+00  3.384878e+00  7.4117340  244.61176  9.575778e-53
28546  -1.845543e+00  1.346492e-01  4.4169618  244.49715  1.013818e-52
28566  -1.845543e+00  1.346492e-01  4.4169618  244.49715  1.013818e-52
28585  -1.845543e+00  1.346492e-01  4.4169618  244.49715  1.013818e-52
28605  -1.845543e+00  1.346492e-01  4.4169618  244.49715  1.013818e-52
28625  -1.845543e+00  1.346492e-01  4.4169618  244.49715  1.013818e-52
30107   5.281795e+00 -4.172339e+00  2.9185455  244.00285  1.296765e-52
30122   5.281795e+00 -4.172339e+00  2.9185455  244.00285  1.296765e-52
30141   5.281795e+00 -4.172339e+00  2.9185455  244.00285  1.296765e-52
27203   2.936893e-01 -3.261937e+00  7.7935735  242.21204  3.163318e-52
27214   2.936893e-01 -3.261937e+00  7.7935735  242.21204  3.163318e-52
27226   2.950535e-01 -3.260573e+00  7.7930042  242.16926  3.231438e-52
34812  -4.523505e+00 -3.690519e+00  9.2093584  241.14136  5.391195e-52
11152   8.237318e-03  1.417041e-01  5.1680644  239.85466  1.023144e-51
8399   -3.637472e+00  6.208158e+00  3.8809381  239.04916  1.528000e-51
8434   -3.637472e+00  6.208158e+00  3.8809381  239.04916  1.528000e-51
30115   4.922867e+00 -3.131176e+00  2.9859660  237.96404  2.622859e-51
30133   4.922867e+00 -3.131176e+00  2.9859660  237.96404  2.622859e-51
30152   4.922867e+00 -3.131176e+00  2.9859660  237.96404  2.622859e-51
15624   9.457456e+00  3.299182e+00  2.9199555  237.88266  2.731323e-51
15644   9.457456e+00  3.299182e+00  2.9199555  237.88266  2.731323e-51
4268    6.005931e+00  8.932368e-01  5.1615179  237.21138  3.815311e-51
4276    6.005931e+00  8.932368e-01  5.1615179  237.21138  3.815311e-51
11174  -1.342210e-01  1.807867e-01  5.3156305  236.15614  6.452276e-51
11211  -1.342210e-01  1.807867e-01  5.3156305  236.15614  6.452276e-51
32665  -3.207830e+00 -2.632515e+00  5.8103320  235.69016  8.137190e-51
32679  -3.207830e+00 -2.632515e+00  5.8103320  235.69016  8.137190e-51
32693  -3.207830e+00 -2.632515e+00  5.8103320  235.69016  8.137190e-51
32706  -3.207830e+00 -2.632515e+00  5.8103320  235.69016  8.137190e-51
32719  -3.207830e+00 -2.632515e+00  5.8103320  235.69016  8.137190e-51
32733  -3.207830e+00 -2.632515e+00  5.8103320  235.69016  8.137190e-51
32760  -3.207830e+00 -2.632515e+00  5.8103320  235.69016  8.137190e-51
29813  -9.144525e+00 -9.144525e+00  2.7464822  235.09310  1.095414e-50
29825  -9.144525e+00 -9.144525e+00  2.7464822  235.09310  1.095414e-50
29838  -9.144525e+00 -9.144525e+00  2.7464822  235.09310  1.095414e-50
4280    5.887141e+00  1.004042e+00  5.2562299  235.05274  1.117645e-50
35121   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
35142   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
35162   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
35184   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
35199   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
35214   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
35228   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
35238   3.612782e+00 -1.761823e+00  5.1377184  234.76988  1.286673e-50
31167  -3.081871e+00  6.772603e-01  5.6014510  233.91511  1.969213e-50
31181  -3.081871e+00  6.772603e-01  5.6014510  233.91511  1.969213e-50
31196  -3.081871e+00  6.772603e-01  5.6014510  233.91511  1.969213e-50
31208  -3.081871e+00  6.772603e-01  5.6014510  233.91511  1.969213e-50
31221  -3.081871e+00  6.772603e-01  5.6014510  233.91511  1.969213e-50
31235  -3.081871e+00  6.772603e-01  5.6014510  233.91511  1.969213e-50
13439  -4.270289e+00 -3.454805e+00  6.1272023  233.85920  2.024801e-50
13461  -4.270289e+00 -3.454805e+00  6.1272023  233.85920  2.024801e-50
13479  -4.270289e+00 -3.454805e+00  6.1272023  233.85920  2.024801e-50
