GeneID Chr Start End Strand Length logFC.group2 logFC.group3 logFC.group4 logCPM LR PValue FDR
MSTRG.1548.1 chr15 75180129 75181475 - 1347 0.3966886 2.005207 0.724673 2.4809255 20.3544 0.0001433228 0.0002964414
MSTRG.1551.2 chr15 75192332 75199189 - 6858 0.0752581 -1.886831 -0.0207642 8.0513079 98.87868 2.707613E-21 2.159511E-20
MSTRG.1551.3 chr15 75192332 75199144 - 6813 0.0752581 -1.886831 -0.0207642 8.0513079 98.87868 2.707613E-21 2.159511E-20
MSTRG.1551.4 chr15 75192332 75199143 - 6812 0.0752581 -1.886831 -0.0207642 8.0513079 98.87868 2.707613E-21 2.159511E-20
MSTRG.1555.2 chr15 76027145 76032290 - 5146 1.213957 -0.8878095 1.259136 2.8767172 22.18004 5.983951E-05 0.0001301403
MSTRG.1555.3 chr15 76027155 76031105 - 3951 1.048616 -0.8890259 1.223059 2.8049709 20.55271 0.00013037 0.0002708318
MSTRG.1556.1 chr15 76033277 76033565 - 289 -0.4462385 -1.226656 -1.143562 1.2585724 3.347741 0.341053 0.3857729
MSTRG.1558.1 chr15 76011876 76012112 - 237 0.5891531 -0.3520898 -0.02838199 1.2917591 2.496791 0.4758713 0.5174676
MSTRG.1561.1 chr15 75636712 75660976 - 24265 -0.7643023 -0.7573322 -0.0944334 9.1893076 12.86083 0.004947452 0.008154028
MSTRG.1561.10 chr15 75648136 75660963 - 12828 -1.031631 -0.9705784 -0.4143382 8.8956009 18.35769 0.0003711074 0.0007224066
MSTRG.1561.2 chr15 75638983 75645380 - 6398 1.020035 1.046885 1.779785 5.7206987 29.93126 1.426776E-06 3.902598E-06
MSTRG.1561.3 chr15 75643779 75660976 - 17198 -0.8452607 -0.8425743 -0.1680278 9.1030191 13.49 0.003688327 0.006215676
MSTRG.1561.9 chr15 75648136 75660963 - 12828 -1.031631 -0.9705784 -0.4143382 8.8956009 18.35769 0.0003711074 0.0007224066
MSTRG.1562.4 chr15 75661723 75748296 - 86574 0.04907793 0.375403 0.3725635 8.3466454 5.932917 0.1149199 0.1459415
MSTRG.1562.5 chr15 75661751 75748146 - 86396 0.05051273 0.3731558 0.3743289 8.3446033 5.850334 0.1191233 0.1507858
MSTRG.1563.1 chr15 75677398 75941145 - 263748 0.3464523 0.7230838 0.3667933 9.5276425 14.26915 0.002560771 0.004407749
MSTRG.1563.10 chr15 75890455 75914888 - 24434 0.1020263 0.7182935 -0.2385469 6.6500551 13.89751 0.003048031 0.005198221
MSTRG.1563.12 chr15 75931436 75941145 - 9710 -0.1148112 0.800169 0.09022324 7.3381312 15.45035 0.001469571 0.002609513
MSTRG.1563.13 chr15 75931436 75939597 - 8162 -0.1320457 0.762271 -0.1691603 7.0708769 14.90722 0.001897675 0.003328147
MSTRG.1563.14 chr15 75931436 75941075 - 9640 -0.09904598 0.8065155 0.06596105 7.2837476 14.40743 0.002399903 0.004147585
MSTRG.1563.2 chr15 75890424 75940407 - 49984 0.02574227 0.7585895 -0.1384368 7.9667574 19.65004 0.0002005807 0.0004079493
MSTRG.1563.3 chr15 75890424 75941006 - 50583 0.0288307 0.7770427 -0.03661614 8.0542984 18.79469 0.0003014649 0.000593609
MSTRG.1563.4 chr15 75890424 75941121 - 50698 0.03094151 0.7796904 0.007560077 8.0959715 19.09992 0.0002606962 0.000518597
MSTRG.1563.8 chr15 75890455 75941006 - 50552 0.0288307 0.7770427 -0.03661614 8.0542984 18.79469 0.0003014649 0.000593609
MSTRG.1563.9 chr15 75890455 75918413 - 27959 0.1251994 0.7415599 -0.2105594 6.7313807 14.99858 0.00181786 0.003196048
MSTRG.1564.1 chr15 75705526 75713247 - 7722 1.589785 1.551913 1.371454 3.0322742 9.300321 0.0255533 0.0372645
MSTRG.1566.2 chr15 75790765 75871804 - 81040 0.8782193 1.49096 0.6877786 6.9182535 30.90845 8.886249E-07 2.47042E-06
MSTRG.1568.1 chr15 75795324 75851516 - 56193 0.8157379 1.59426 0.6412319 6.7018594 33.60965 2.395069E-07 7.237791E-07
MSTRG.1570.1 chr15 75829963 75903368 - 73406 0.3643456 0.9106895 0.01107681 7.2143922 22.6697 4.731805E-05 0.0001051047
MSTRG.1570.2 chr15 75877866 75903503 - 25638 0.1675254 0.6713688 -0.2275516 6.7211754 14.20589 0.002637888 0.004531348
MSTRG.1576.1 chr15 76163347 76164036 - 690 0.2445864 -0.9377864 -0.06852204 3.542065 3.782263 0.2859559 0.3284452
MSTRG.1577.1 chr15 76189646 76197463 - 7818 -1.217873 -2.082711 -1.224579 7.2023367 67.01699 1.857029E-14 1.004302E-13
MSTRG.1579.1 chr15 76232869 76352145 - 119277 0.8441133 2.08374 0.8122668 5.9160714 27.88282 3.843657E-06 9.93391E-06
MSTRG.1580.1 chr15 76264619 76264921 - 303 -0.3588962 1.324515 -0.2318198 0.6223066 3.598386 0.3082242 0.3509596
MSTRG.1582.1 chr15 76347267 76375165 - 27899 0.6309937 0.4288266 0.4324378 3.4375717 1.70035 0.6368559 0.6703167
MSTRG.1590.3 chr15 76508632 76603799 - 95168 -2.876807 0.2495483 -2.742143 9.8636428 401.1534 1.24546E-86 6.214765E-85
MSTRG.1596.1 chr15 76640065 77197797 - 557733 0.3126131 0.2904199 -0.4399651 8.5547961 18.82182 0.0002975987 0.0005865375
MSTRG.1596.2 chr15 76640065 77197797 - 557733 0.3126131 0.2904199 -0.4399651 8.5547961 18.82182 0.0002975987 0.0005865375
MSTRG.1596.3 chr15 76640065 77197741 - 557677 0.3126131 0.2904199 -0.4399651 8.5547961 18.82182 0.0002975987 0.0005865375
MSTRG.16.1 chr15 21900125 21903058 - 2934 0.1960458 -3.669719 -2.419436 1.7361084 25.49883 1.214302E-05 2.938983E-05
MSTRG.160.1 chr15 28699999 28702922 - 2924 0.4571692 -0.2189974 0.751686 4.4201397 3.524403 0.3176109 0.3606295
MSTRG.1600.1 chr15 76898162 77016093 - 117932 0.2217385 1.184534 -0.333857 6.8916684 42.77853 2.742399E-09 1.016665E-08
MSTRG.1601.1 chr15 76996574 77004415 - 7842 -0.3758203 -1.011553 -1.755489 3.6363845 23.54759 3.10463E-05 7.046519E-05
MSTRG.1602.1 chr15 77004648 77014367 - 9720 -0.2046332 0.3183003 0.0700995 3.4657485 1.758679 0.6239678 0.6578875
MSTRG.1604.1 chr15 77392991 77407855 - 14865 -1.064642 -2.411857 -0.6402625 8.4754655 74.30414 5.107853E-16 2.985645E-15
MSTRG.1604.10 chr15 77505998 77712543 - 206546 -0.09373332 -0.4365436 -0.1356737 6.6673468 3.219427 0.3590152 0.4040934
MSTRG.1604.3 chr15 77400499 77712543 - 312045 -0.8027001 -1.526363 -0.4952077 9.3180637 35.52481 9.437068E-08 2.998359E-07
MSTRG.1604.4 chr15 77400499 77712543 - 312045 -0.8027001 -1.526363 -0.4952077 9.3180637 35.52481 9.437068E-08 2.998359E-07
MSTRG.1604.5 chr15 77400499 77576374 - 175876 -0.9055169 -1.641234 -0.5318752 9.1571781 34.91914 1.267122E-07 3.981452E-07
MSTRG.1604.6 chr15 77400518 77712543 - 312026 -0.8027001 -1.526363 -0.4952077 9.3180637 35.52481 9.437068E-08 2.998359E-07
MSTRG.1604.7 chr15 77400518 77712540 - 312023 -0.8027001 -1.526363 -0.4952077 9.3180637 35.52481 9.437068E-08 2.998359E-07
MSTRG.1604.8 chr15 77400530 77469582 - 69053 -1.00709 -1.750827 -0.5794053 8.7098466 39.01604 1.722136E-08 5.850602E-08
MSTRG.1604.9 chr15 77400532 77712518 - 311987 -0.8027001 -1.526363 -0.4952077 9.3180637 35.52481 9.437068E-08 2.998359E-07
MSTRG.1607.1 chr15 77535994 77883326 - 347333 0.05416153 0.02759062 -0.324947 8.7117562 5.259793 0.1537328 0.1891516
MSTRG.161.1 chr15 28721784 28722036 - 253 -0.1611399 -0.3645355 -0.4001303 1.2018453 0.3534443 0.9496826 0.9546044
MSTRG.1614.1 chr15 77802019 77827431 - 25413 0.1265953 -0.3193304 -1.569446 4.0776344 22.52571 5.070127E-05 0.0001118048
MSTRG.1619.1 chr15 78121583 78295155 - 173573 -0.5478743 0.3289925 2.574092 8.7175701 322.6337 1.25493E-69 4.283829E-68
MSTRG.162.1 chr15 28966590 28969352 - 2763 1.444997 1.651741 0.0276688 1.1872845 6.504371 0.0894903 0.116242
MSTRG.1625.1 chr15 78389003 78391426 - 2424 5.260593 0 2.909023 0.6499668 21.08863 0.0001009075 0.0002123137
MSTRG.1626.1 chr15 78396948 78441504 - 44557 0.5933503 -0.7197212 -0.2338058 4.9368254 21.68771 7.575543E-05 0.0001621919
MSTRG.1628.1 chr15 78459545 78538394 - 78850 -1.224943 -3.130619 -3.347284 9.1575988 359.1907 1.525912E-77 6.511065E-76
MSTRG.1630.4 chr15 78575579 78592003 - 16425 0.01556822 0.01657181 -0.02585697 7.4224207 0.03840636 0.9980211 0.9980211
MSTRG.1633.1 chr15 79015446 79016012 - 567 1.08727 2.268749 1.693463 1.9889726 8.004984 0.04590881 0.06387118
MSTRG.1637.1 chr15 79079768 79122024 - 42257 -0.1161121 0.08738708 0.3063279 4.2971824 1.958302 0.5811063 0.618041
MSTRG.1638.1 chr15 79109849 79110056 - 208 -0.07978428 1.246074 0.2940945 1.6771919 3.736226 0.2913917 0.3343287
MSTRG.1639.1 chr15 79139616 79140033 - 418 0.3620071 1.338871 0.580342 2.0608573 5.677095 0.1284218 0.1614068
MSTRG.1640.1 chr15 79155579 79156113 - 535 -0.5908771 0.6450249 -0.08797318 9.5851042 23.76326 2.799035E-05 6.383475E-05
MSTRG.1641.1 chr15 79157202 79168523 - 11322 1.542334 0.8749217 0.76671 5.259621 16.42606 0.0009272468 0.001707623
MSTRG.1643.1 chr15 79165298 79189378 - 24081 -0.04214969 -0.407445 -0.6425518 10.0744028 11.08173 0.01129202 0.0175211
MSTRG.1644.1 chr15 79214060 79383208 - 169149 0.9271296 0.6162243 2.579397 9.9754813 60.51244 4.56835E-13 2.298721E-12
MSTRG.1644.2 chr15 79214091 79237451 - 23361 -1.117285 0.6404969 2.342993 9.5581911 57.29509 2.222899E-12 1.048079E-11
MSTRG.1644.4 chr15 79241298 79383236 - 141939 5.025443 -0.5227326 4.600079 8.0142833 209.1355 4.477304E-45 8.234765E-44
MSTRG.1644.5 chr15 79248679 79383236 - 134558 5.145822 -0.554517 4.715605 8.0036259 214.2825 3.456085E-46 7.089958E-45
MSTRG.1645.1 chr15 79778134 79780146 - 2013 0.384026 0.4106091 0.3269768 2.5276168 0.580371 0.9009109 0.9126749
MSTRG.165.1 chr15 29002089 29002360 - 272 0.1958058 1.166337 0.5382243 2.309764 4.708296 0.1944464 0.2324749
MSTRG.1653.1 chr15 78823216 78865122 - 41907 -0.6686671 0.269716 -0.7006988 8.6729134 33.95653 2.0235E-07 6.202785E-07
MSTRG.1656.1 chr15 78859311 78859627 - 317 0.5119136 0.8412465 0.7280186 1.8219453 1.556284 0.6693422 0.7007073
MSTRG.1659.1 chr15 78900744 78901643 - 900 0.8254345 1.48234 0.7276669 2.4348619 6.313264 0.0973251 0.1252749
MSTRG.166.1 chr15 28000011 28248350 - 248340 -1.020786 -0.3453171 -0.6928267 7.2299204 23.25557 3.572053E-05 8.047493E-05
MSTRG.166.2 chr15 28000011 28339966 - 339956 -0.831364 -0.2793249 -0.5088539 7.4004311 17.22706 0.0006346701 0.001196174
MSTRG.1660.1 chr15 78904975 78913947 - 8973 0.6099322 0.9267201 1.517929 3.0141174 6.431045 0.09242193 0.1195406
MSTRG.1663.1 chr15 78953377 78953606 - 230 0.1431704 2.012707 0.6851318 3.2425841 13.33617 0.00396325 0.006634439
MSTRG.1664.1 chr15 79416252 79576300 - 160049 -0.3189168 -0.01663625 -1.076783 9.2285558 27.00833 5.863733E-06 1.484018E-05
MSTRG.1664.3 chr15 79503943 79576300 - 72358 -0.4517342 -0.01247142 -1.07877 9.1917189 29.11618 2.117014E-06 5.645811E-06
MSTRG.1664.4 chr15 79503943 79576299 - 72357 -0.4517342 -0.01247142 -1.07877 9.1917189 29.11618 2.117014E-06 5.645811E-06
MSTRG.1664.5 chr15 79503962 79576300 - 72339 -0.4517342 -0.01247142 -1.07877 9.1917189 29.11618 2.117014E-06 5.645811E-06
MSTRG.1665.1 chr15 79473309 79474904 - 1596 6.948987 2.746158 0 1.5023497 51.76716 3.357606E-11 1.451561E-10
MSTRG.1669.1 chr15 79566937 79567751 - 815 0.8841248 3.376223 0.5700278 3.1925672 67.14649 1.742231E-14 9.434139E-14
MSTRG.167.1 chr15 28012593 28012841 - 249 1.011289 -0.3407224 1.676604 0.6818255 4.323566 0.2285781 0.2683199
MSTRG.1671.1 chr15 79939597 79945013 - 5417 1.125543 1.507022 0.6985376 3.137387 8.475046 0.03714941 0.0525237
MSTRG.1673.1 chr15 79945075 79945417 - 343 4.297025 2.784717 4.243279 0.5529249 5.649677 0.1299554 0.16319
MSTRG.1674.1 chr15 80003448 80003744 - 297 0.6708065 -1.232694 0.0853875 0.6841154 2.604195 0.4567546 0.500121
MSTRG.1675.1 chr15 80004499 80005032 - 534 -0.2675774 1.269119 -0.9982699 1.5332934 9.520352 0.02311583 0.03396531
MSTRG.1677.1 chr15 80006468 80007066 - 599 -0.9351708 -1.493361 -1.156851 1.8893927 5.386594 0.1455811 0.1801608
MSTRG.1679.1 chr15 79848883 79849617 - 735 -1.226474 -1.213116 -1.60675 5.3491264 34.44907 1.592598E-07 4.938674E-07
MSTRG.1681.1 chr15 80054012 80054538 - 527 -0.06545988 -0.6064043 0.6737895 2.0479814 5.782652 0.122677 0.1548248
MSTRG.1682.1 chr15 80037592 80038623 - 1032 0.1025148 1.505346 0.5883035 1.5884517 5.524758 0.1371653 0.171286
MSTRG.1683.1 chr15 79851212 79851547 - 336 -0.7847956 -0.1295064 -1.165849 4.4882888 16.07114 0.001096528 0.001987631
MSTRG.1684.1 chr15 79851902 79852914 - 1013 -0.5478111 -0.4128467 -0.7131899 5.2947355 4.993182 0.1722971 0.2091584
MSTRG.1684.2 chr15 79852406 79852914 - 509 -0.1283727 0.1525397 -0.1805637 4.3255076 0.7004008 0.8731097 0.8861939
MSTRG.1685.1 chr15 80050771 80051007 - 237 -1.323858 -1.309601 -1.250122 1.4379917 4.398316 0.2215416 0.2611305
MSTRG.1688.1 chr15 81291068 81296317 - 5250 0.01043243 0.4247329 1.142474 6.5263828 8.607084 0.03499785 0.04966272
MSTRG.1692.1 chr15 81451350 81451914 - 565 -0.07127872 -4.94242 0.7081379 1.2041321 11.85949 0.007880306 0.01252338
MSTRG.1694.1 chr15 81427918 81428156 - 239 3.862388 6.807231 4.541903 1.1531708 29.43919 1.810627E-06 4.865206E-06
MSTRG.1695.1 chr15 81455222 81455569 - 348 -1.383373 -0.3388403 0.938656 0.9760131 11.808 0.008070673 0.01280207
MSTRG.1696.5 chr15 80137322 80216201 - 78880 -0.3811706 2.931343 0.5238918 8.1537931 304.4239 1.097216E-65 3.417387E-64
MSTRG.1696.6 chr15 80137377 80189751 - 52375 -1.06344 3.477467 -0.1505452 7.7960967 396.7722 1.107401E-85 5.309305E-84
MSTRG.1698.1 chr15 80227746 80228139 - 394 3.679425 3.673262 5.428325 0.8515799 14.43695 0.002366875 0.00410547
MSTRG.1702.1 chr15 80266895 80269170 - 2276 -0.5065905 -0.8086386 -0.4048243 2.549046 1.370716 0.7124133 0.7407084
MSTRG.1703.1 chr15 80309801 80310122 - 322 1.048709 3.173878 1.031456 2.0511389 27.17155 5.419414E-06 1.376467E-05
MSTRG.1705.1 chr15 80318044 80318274 - 231 0.6908724 0.4153241 0.4901958 1.5197314 0.8659836 0.833628 0.8483402
MSTRG.1706.1 chr15 80324599 80344147 - 19549 0.2242392 0.182387 0.342313 2.6745446 0.5052721 0.9177316 0.9270741
MSTRG.171.1 chr15 28243283 28244328 - 1046 -0.5342964 0.3981073 -1.00517 2.5293314 10.33348 0.01593414 0.02404207
MSTRG.1715.1 chr15 80620030 80620335 - 306 0.9563546 2.197802 -0.3335884 2.286353 19.72379 0.0001936484 0.0003951687
MSTRG.1716.1 chr15 80637186 80696471 - 59286 3.169977 -0.6686 1.42514 4.8326847 67.57699 1.409199E-14 7.709039E-14
MSTRG.172.1 chr15 28314630 28316325 - 1696 0.09705285 1.308569 0.8785328 2.7105215 8.459181 0.03741646 0.05288375
MSTRG.1725.1 chr15 81592913 81616524 - 23612 -0.367195 2.085005 2.077607 7.2837526 137.394 1.378235E-29 1.611214E-28
MSTRG.1728.1 chr15 81780279 81780520 - 242 -0.1657611 0.1655238 0.3394975 0.6366458 0.5704981 0.9031517 0.9145107
MSTRG.1731.1 chr15 81947379 81963511 - 16133 -0.2878763 0.373409 -0.08763212 3.0856338 1.60282 0.6587505 0.6913154
MSTRG.1731.2 chr15 81947435 81963261 - 15827 -0.3060856 0.3421198 -0.0960024 3.0686631 1.581263 0.6636457 0.6962813
MSTRG.1735.1 chr15 82093892 82115388 - 21497 0.0726599 0.6131565 0.2959601 2.4631355 1.57233 0.6656799 0.697558
MSTRG.1737.1 chr15 82115553 82168772 - 53220 -0.2742764 -0.1987876 0.3788425 3.7849933 5.278133 0.1525276 0.1878313
MSTRG.1739.1 chr15 82139071 82226949 - 87879 -0.2459958 -0.3152232 0.3223787 4.0382276 5.384839 0.1456911 0.1802447
MSTRG.1740.1 chr15 82331109 82353249 - 22141 0.53121 -0.9914738 -0.6864194 4.8731604 16.45659 0.0009139621 0.001686068
MSTRG.1743.3 chr15 82422596 82555067 - 132472 -0.3572855 0.4566215 -0.3086709 6.6972375 10.68905 0.01353179 0.02062886
MSTRG.1745.1 chr15 83384862 83385599 - 738 0.5903354 0.4644997 1.399712 3.5830151 14.40288 0.002405032 0.004154766
MSTRG.1751.1 chr15 82664399 82665123 - 725 -1.651225 -1.632529 0.7838893 7.2967205 13.09525 0.004435084 0.007357893
MSTRG.1754.1 chr15 82763354 82798356 - 35003 1.145098 -1.360193 2.963987 2.5968 43.77352 1.685964E-09 6.355133E-09
MSTRG.1754.5 chr15 82763619 82798358 - 34740 1.145098 -1.360193 2.963987 2.5968 43.77352 1.685964E-09 6.355133E-09
MSTRG.1754.6 chr15 82763619 82798355 - 34737 1.145098 -1.360193 2.963987 2.5968 43.77352 1.685964E-09 6.355133E-09
MSTRG.1754.7 chr15 82763619 82798355 - 34737 1.145098 -1.360193 2.963987 2.5968 43.77352 1.685964E-09 6.355133E-09
MSTRG.1754.8 chr15 82763623 82798355 - 34733 1.145098 -1.360193 2.963987 2.5968 43.77352 1.685964E-09 6.355133E-09
MSTRG.1754.9 chr15 82763623 82798355 - 34733 1.145098 -1.360193 2.963987 2.5968 43.77352 1.685964E-09 6.355133E-09
MSTRG.1757.1 chr15 82827617 82829645 - 2029 0.7209414 -2.923459 -1.485533 1.5092433 14.31859 0.002502064 0.004311918
MSTRG.1764.1 chr15 83040944 83041659 - 716 -3.802263 -2.461748 -3.352202 7.1869986 12.50623 0.005835723 0.009460878
MSTRG.1766.1 chr15 83140197 83182933 - 42737 2.159842 -1.016727 2.736539 2.4780826 21.10131 0.0001002971 0.0002111336
MSTRG.1766.10 chr15 83140224 83182887 - 42664 2.159842 -1.016727 2.736539 2.4780826 21.10131 0.0001002971 0.0002111336
MSTRG.1766.2 chr15 83140197 83182917 - 42721 2.159842 -1.016727 2.736539 2.4780826 21.10131 0.0001002971 0.0002111336
MSTRG.1766.6 chr15 83140200 83182928 - 42729 2.159842 -1.016727 2.736539 2.4780826 21.10131 0.0001002971 0.0002111336
MSTRG.1766.7 chr15 83140204 83182933 - 42730 2.159842 -1.016727 2.736539 2.4780826 21.10131 0.0001002971 0.0002111336
MSTRG.1768.1 chr15 83211944 83241246 - 29303 2.041277 -2.167719 -0.5154878 6.0774709 138.6604 7.349945E-30 8.615993E-29
MSTRG.1768.12 chr15 83211951 83316400 - 104450 1.477469 -0.05812919 -0.02013739 6.8256294 44.88045 9.810138E-10 3.788222E-09
MSTRG.1768.13 chr15 83211951 83316372 - 104422 1.477469 -0.05812919 -0.02013739 6.8256294 44.88045 9.810138E-10 3.788222E-09
MSTRG.1768.2 chr15 83211944 83240840 - 28897 2.041277 -2.167719 -0.5154878 6.0774709 138.6604 7.349945E-30 8.615993E-29
MSTRG.1768.3 chr15 83211944 83241914 - 29971 2.041277 -2.167719 -0.5154878 6.0774709 138.6604 7.349945E-30 8.615993E-29
MSTRG.1768.4 chr15 83211944 83316458 - 104515 1.477469 -0.05812919 -0.02013739 6.8256294 44.88045 9.810138E-10 3.788222E-09
MSTRG.1768.5 chr15 83211950 83317549 - 105600 1.490803 -0.05810157 -0.0085449 6.8342167 45.56819 7.006477E-10 2.768207E-09
MSTRG.1768.6 chr15 83211950 83301060 - 89111 1.454757 -0.06073424 -0.03237353 6.7961426 42.77242 2.750604E-09 1.018822E-08
MSTRG.1768.7 chr15 83211950 83240840 - 28891 2.041277 -2.167719 -0.5154878 6.0774709 138.6604 7.349945E-30 8.615993E-29
MSTRG.1768.8 chr15 83211950 83240840 - 28891 2.041277 -2.167719 -0.5154878 6.0774709 138.6604 7.349945E-30 8.615993E-29
MSTRG.177.1 chr15 25414195 25414525 - 331 -1.619477 -1.835712 -2.546482 4.2262897 61.71209 2.531562E-13 1.285973E-12
MSTRG.1774.1 chr15 85212768 85291468 - 78701 -0.8057706 0.3328183 -0.01105129 8.5869999 29.7105 1.587756E-06 4.31251E-06
MSTRG.1774.2 chr15 85212768 85285172 - 72405 -0.8344385 0.3476241 -0.01323423 8.5655015 32.38016 4.351672E-07 1.271821E-06
MSTRG.1780.1 chr15 85747481 85751019 - 3539 2.262363 0.7715695 4.170142 3.2061915 38.67845 2.030378E-08 6.843305E-08
MSTRG.1780.2 chr15 85747481 85751019 - 3539 2.262363 0.7715695 4.170142 3.2061915 38.67845 2.030378E-08 6.843305E-08
MSTRG.1788.1 chr15 83509850 83654891 - 145042 -0.4727334 0.7002189 -0.9502 8.2130673 51.80855 3.290103E-11 1.42382E-10
MSTRG.1788.2 chr15 83509854 83621376 - 111523 -0.5108657 0.6982108 -1.036622 8.1605134 52.7251 2.098235E-11 9.201611E-11
MSTRG.1788.3 chr15 83509861 83621420 - 111560 -0.5108617 0.6955482 -1.03663 8.159385 52.49569 2.34832E-11 1.026668E-10
MSTRG.1788.4 chr15 83510345 83621462 - 111118 -0.5210206 0.6825823 -1.023553 8.1172725 51.55588 3.724366E-11 1.60362E-10
MSTRG.1790.1 chr15 83529407 83632033 - 102627 -0.5502375 0.584642 -0.2220562 6.6561683 17.82975 0.0004768801 0.0009145381
MSTRG.1791.1 chr15 83600282 83601155 - 874 -0.3423007 0.007696284 -0.6017894 1.7601626 1.457403 0.6921359 0.7217361
MSTRG.1792.1 chr15 83606845 83665253 - 58409 -0.1096147 0.3956513 -0.3059355 6.7516085 9.369821 0.02475735 0.03620274
MSTRG.1793.1 chr15 83622348 83876891 - 254544 -0.2348677 -1.620956 -1.218558 10.3143476 79.07692 4.841951E-17 2.989957E-16
MSTRG.1793.2 chr15 83709334 83876310 - 166977 0.6777982 -1.560692 -0.4372761 9.0772846 90.06947 2.116585E-19 1.510279E-18
MSTRG.1793.3 chr15 83775194 83799759 - 24566 1.500744 -1.147968 1.312356 6.0868528 70.085 4.093144E-15 2.322533E-14
MSTRG.1793.4 chr15 83781412 83833028 - 51617 0.8751373 -2.649728 -0.4670249 8.6008103 171.3775 6.41611E-37 9.156369E-36
MSTRG.1793.5 chr15 83789511 83876869 - 87359 0.8749634 -2.441516 -0.4713956 8.5657676 149.4616 3.442785E-32 4.346261E-31
MSTRG.1794.1 chr15 83630597 83680393 - 49797 0.003789998 0.0787839 -0.1561681 7.4568507 1.196797 0.7537727 0.7795389
MSTRG.1794.3 chr15 83658408 83680388 - 21981 0.1220136 -0.02429835 -0.101107 7.0576459 0.8970875 0.8261306 0.8423308
MSTRG.1794.5 chr15 83663548 83680393 - 16846 0.194367 -0.3466099 0.08727762 6.3137908 4.158824 0.2448168 0.2851852
MSTRG.1798.1 chr15 83742883 83751512 - 8630 -0.8733959 -2.081354 -1.080642 3.2141255 13.94301 0.002983758 0.005094716
MSTRG.1799.1 chr15 83772356 83809542 - 37187 0.8672058 -1.736927 -0.1906919 8.2565575 107.139 4.528772E-23 4.265843E-22
MSTRG.18.2 chr15 21932532 21942975 - 10444 -0.2067763 0.168865 -0.2016799 8.449261 4.626693 0.2012642 0.2400878
MSTRG.1801.1 chr15 83774057 83775075 - 1019 0.2783773 3.22001 1.127679 3.7765891 63.53971 1.029605E-13 5.397207E-13
MSTRG.1804.1 chr15 83892844 83893302 - 459 0.8753289 1.78028 1.390399 1.7247161 5.934731 0.1148293 0.1459132
MSTRG.1808.1 chr15 83962498 83986132 - 23635 0.845384 0.3586498 1.06667 2.5408453 4.571584 0.2059933 0.2452493
MSTRG.1809.1 chr15 84001567 84086678 - 85112 0.77048 0.7175015 0.7407917 4.7184151 4.86589 0.1818849 0.2189907
MSTRG.1815.1 chr15 84445193 84467487 - 22295 0.4827148 0.3578542 0.8555486 2.6013772 1.817023 0.6112375 0.6459015
MSTRG.1816.1 chr15 84490002 84491827 - 1826 -0.5504564 0.3653637 -0.5820818 4.7578283 12.77596 0.00514702 0.008434076
MSTRG.1816.2 chr15 84490002 84491830 - 1829 -0.5504564 0.3653637 -0.5820818 4.7578283 12.77596 0.00514702 0.008434076
MSTRG.1816.3 chr15 84490002 84491830 - 1829 -0.5504564 0.3653637 -0.5820818 4.7578283 12.77596 0.00514702 0.008434076
MSTRG.1816.4 chr15 84490002 84491830 - 1829 -0.5504564 0.3653637 -0.5820818 4.7578283 12.77596 0.00514702 0.008434076
MSTRG.1816.5 chr15 84490002 84491830 - 1829 -0.5504564 0.3653637 -0.5820818 4.7578283 12.77596 0.00514702 0.008434076
MSTRG.1816.6 chr15 84490002 84491830 - 1829 -0.5504564 0.3653637 -0.5820818 4.7578283 12.77596 0.00514702 0.008434076
MSTRG.1816.7 chr15 84490002 84491826 - 1825 -0.5504564 0.3653637 -0.5820818 4.7578283 12.77596 0.00514702 0.008434076
MSTRG.1818.1 chr15 84496687 84498053 - 1367 1.485848 1.565136 0.8714668 1.7177694 5.411815 0.1440092 0.1785263
MSTRG.1824.1 chr15 84837191 84839415 - 2225 0.4733662 -4.02174 -0.523506 0.5072435 6.29215 0.09823006 0.1263254
MSTRG.1827.1 chr15 84867552 84898893 - 31342 -0.5884496 -2.966568 0.928238 6.5102785 49.8251 8.704621E-11 3.65577E-10
MSTRG.1827.3 chr15 84868334 84898858 - 30525 -0.4034329 -2.812848 1.053345 6.3503002 50.15214 7.4148E-11 3.13257E-10
MSTRG.1827.4 chr15 84868335 84898893 - 30559 -0.4034329 -2.812848 1.053345 6.3503002 50.15214 7.4148E-11 3.13257E-10
MSTRG.1827.5 chr15 84868336 84898841 - 30506 -0.4063507 -2.812894 1.052794 6.3494498 50.05859 7.762917E-11 3.276396E-10
MSTRG.1827.6 chr15 84868346 84898893 - 30548 -0.3937747 -2.799793 1.056448 6.3415224 49.91763 8.318496E-11 3.500495E-10
MSTRG.1827.8 chr15 84869323 84898893 - 29571 -0.3779077 -2.849007 1.030815 6.1576085 48.57079 1.609887E-10 6.630681E-10
MSTRG.1828.1 chr15 84870168 84979270 - 109103 0.2492131 -1.850669 0.8152925 7.0499636 42.8929 2.593288E-09 9.630602E-09
MSTRG.1830.1 chr15 84906017 84949055 - 43039 0.6999537 -0.7329144 0.3566217 5.5494315 17.18603 0.000647131 0.001217508
MSTRG.1831.1 chr15 84949334 84949917 - 584 0.6241862 -4.97061 0.4664334 1.3800376 10.71497 0.01337136 0.02043538
MSTRG.1832.1 chr15 84949988 84960921 - 10934 1.075552 -5.451411 0.2367048 4.1369478 77.13346 1.264062E-16 7.749643E-16
